fname,lname,name,citizen,village,sex,age,yob,dthmdy,deathtime,ddthtime,dthmondd,deathdate,deathnote,deathclsnt,deathtype,deathhgtm,deathclass,ams,weather,msuccess,o2used,o2none,myear,mseason,yearseas,msmtbid,msmtterm,expldr,hired,sherpa,tibetan,expid,membid,peakid,host,deathrte,route1,route2,agency,agntid,peakexps,peakabvbc,peaksmts,allexps,allabvbc,allsmts,highexps,highabvbc,highsmts,maxhighpt,maxpeakid
Lhakpa Tshering/Chhiring,Sherpa,Lhakpa Tshering/Chhiring Sherpa (Mende),Nepal, (Mende),M,35,1971,21-Apr-06,7:30,7.5,21-Apr,4/21/06,Icefall Collapse (5800m),Route preparation,6,5800,3,0,0,0,0,1,2006,1,2006 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Douglas Tumminello),1,1,0,EVER-061-02,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tenzing Phinzo (Ang Phintso),Sherpa,Tenzing Phinzo (Ang Phintso) Sherpa (Phortse),Nepal, (Phortse),M,53,1953,21-Apr-06,7:30,7.5,21-Apr,4/21/06,Icefall Collapse (5800m),Route preparation,6,5800,3,0,0,0,0,1,2006,1,2006 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Mark Tucker),1,1,0,EVER-061-15,34,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Sri,Kishan,Sri Kishan,India,,M,27,1979,14-May-06,14:15,14.25,14-May,5/14/06,Fall (8400m),Descending from summit bid,4,8400,5,0,0,1,1,0,2006,1,2006 Spr,Successful bid,Success,India (Harbhajan Singh),0,0,0,EVER-061-86,8,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
David W.,Sharp,David W. Sharp,UK,,M,34,1972,15-May-06,,0,15-May,5/15/06,Exhaustion (8500m),Descending from summit bid,2,8500,5,0,0,0,1,0,2006,1,2006 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),UK (David Sharp),0,0,0,EVER-061-35,1,EVER,China,1,N Col-NE Ridge,,,,2,2,0,4,4,1,4,4,1,8550,EVER
Tomas Kenneth,Olsson,Tomas Kenneth Olsson,Sweden,,M,30,1976,16-May-06,11:45,11.75,16-May,5/16/06,Fall (8500m),Descending from summit bid,4,8500,5,0,0,1,1,0,2006,1,2006 Spr,Successful bid,Success,Sweden (Tomas Olsson),0,0,0,EVER-061-74,1,EVER,China,1,N Col-NE Ridge (up); Great Couloir (down),,,,0,0,0,1,1,1,1,1,1,8188,CHOY
Jacques-Hughes,Letrange,Jacques-Hughes Letrange,France,,M,39,1967,17-May-06,18:00,18,17-May,5/17/06,Exhaustion (8600m),Descending from summit bid,2,8600,5,0,0,1,1,0,2006,1,2006 Spr,Successful bid,Success,France (Jacques Letrange),0,0,0,EVER-061-34,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,1,1,1,1,1,1,8188,CHOY
Vitor,Negrete,Vitor Negrete,Brazil,,M,38,1967,19-May-06,2:00,2,19-May,5/19/06,AMS (8500m)(a),Descending from summit bid,1,8500,5,1,0,1,0,1,2006,1,2006 Spr,Successful bid,Success,Brazil (Rodrigo Raineri),0,0,0,EVER-061-46,2,EVER,China,1,N Col-NE Ridge,,,,1,1,1,1,1,1,1,1,1,8849,EVER
Igor,Plyushkin,Igor Plyushkin,Russia,,M,54,1952,22-May-06,11:30,11.5,22-May,5/22/06,AMS (7800m)(a),Descending from summit bid,1,7800,5,1,0,0,1,0,2006,1,2006 Spr,Aborted above high camp,Too Late in Day or Too Slow,Russia (Alex Abramov),0,0,0,EVER-061-89,21,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Thomas,Weber,Thomas Weber,Germany,,M,41,1964,25-May-06,10:00,10,25-May,5/25/06,Illness (non-AMS) (8700m),Descending from summit bid,10,8700,5,0,0,0,1,0,2006,1,2006 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Russia (Alex Abramov),0,0,0,EVER-061-89,28,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dawa,Sherpa,Dawa Sherpa (Mera),Nepal, (Mera),M,46,1960,26-Apr-07,,0,26-Apr,4/26/07,Falling Rock/Ice (7200m),Route preparation,8,7200,3,0,0,0,0,1,2007,1,2007 Spr,No summit bid,Accident (Death or Injury to Self or Others),Italy (Sergio Martini),1,1,0,EVER-071-95,2,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Shinichi,Ishii,Shinichi Ishii,Japan,,M,63,1944,15-May-07,,0,15-May,5/15/07,AMS (8650m)(a),Descending from summit bid,1,8650,5,1,0,1,1,0,2007,1,2007 Spr,Successful bid,Success,Japan (Yoshitomi Okura),0,0,0,EVER-071-48,3,EVER,China,1,N Col-NE Ridge,,,,2,2,0,3,3,1,3,3,1,8700,EVER
Libor,Kozak,Libor Kozak,Czech Republic,,M,47,1960,16-May-07,8:30,8.5,16-May,5/16/07,AMS (8300m)(a),Descending from summit bid,1,8300,5,1,0,0,1,0,2007,1,2007 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Nepal (Asian Trekking (N)),0,0,0,EVER-071-61,6,EVER,China,1,N Col-NE Ridge,,,,0,0,0,1,1,0,1,1,0,7740,CHOY
Hyun-Jo,Lee,Hyun-Jo Lee,S Korea,,M,34,1973,16-May-07,1:45,1.75,16-May,5/16/07,Avalanche (7700m),Route preparation,7,7700,3,0,0,0,1,0,2007,1,2007 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),S Korea (Park Young-Seok),0,0,0,EVER-071-72,6,EVER,Nepal,1,SW Face,,,,1,1,1,3,3,2,3,3,2,8849,EVER
Yasuhiko,Mochizuki,Yasuhiko Mochizuki,Japan,,M,47,1960,16-May-07,,0,16-May,5/16/07,Unknown (7700m),Route preparation,12,7700,3,0,0,0,0,1,2007,1,2007 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),Nepal (Asian Trekking (N)),0,0,0,EVER-071-61,8,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Hee-Joon,Oh,Hee-Joon Oh,S Korea,,M,36,1970,16-May-07,1:45,1.75,16-May,5/16/07,Avalanche (7700m),Route preparation,7,7700,3,0,0,0,1,0,2007,1,2007 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),S Korea (Park Young-Seok),0,0,0,EVER-071-72,8,EVER,Nepal,1,SW Face,,,,1,1,1,5,5,5,5,5,5,8849,EVER
Pierangelo,Maurizio,Pierangelo Maurizio,Italy,,M,51,1955,17-May-07,15:00,15,17-May,5/17/07,Disappearance(8800m),Descending from summit bid,9,8800,5,0,0,1,1,0,2007,1,2007 Spr,Successful bid,Success,Italy (Ivan Tiraboschi),0,0,0,EVER-071-46,4,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Uwe Micha Johannes (Gianni),Goltz,Uwe Micha Johannes (Gianni) Goltz,Switzerland,,M,44,1963,22-May-08,1:30,1.5,22-May,5/22/08,Exhaustion (8100m)(a),Descending from summit bid,2,8100,5,1,0,1,1,0,2008,1,2008 Spr,Successful bid,Success,Switzerland (Kari Kobler),0,0,0,EVER-081-05,6,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,5,5,5,3,3,3,8188,CHOY
Lhakpa Nuru,Sherpa,Lhakpa Nuru Sherpa (Phurte),Nepal, (Phurte),M,33,1975,7-May-09,10:30,10.5,7-May,5/7/09,Avalanche (5700m),Route preparation,7,5700,3,0,0,0,0,1,2009,1,2009 Spr,No summit bid,Accident (Death or Injury to Self or Others),Nepal (Dawa Steven Sherpa),1,1,0,EVER-091-01,22,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Kazi Lama,Sherpa,Kazi Lama Sherpa (Taksindu-3),Nepal, (Taksindu-3),M,29,1979,11-May-09,,0,11-May,5/11/09,Illness (non-AMS) (5300m),Death at BC,10,5300,2,0,0,0,0,1,2009,1,2009 Spr,No summit bid,Did Not Climb or Intend to Smt,USA (Robert Link),1,1,0,EVER-091-61,5,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Veslav,Chrzaszcz,Veslav Chrzaszcz,Czech Republic,,M,47,1961,18-May-09,19:00,19,18-May,5/18/09,Illness (non-AMS) (7000m),Route preparation,10,7000,3,0,0,0,0,1,2009,1,2009 Spr,No summit bid,Accident (Death or Injury to Self or Others),Czech Republic (Roman Poloch),0,0,0,EVER-091-79,2,EVER,China,1,N Col-NE Ridge,,,,0,0,0,1,1,0,0,0,0,7200,MAK2
Wen-Hong,Wu,Wen-Hong Wu,China,,M,40,,19-May-09,4:00,4,19-May,5/19/09,AMS (8750m)(a),Descending from summit bid,1,8750,5,1,0,1,1,0,2009,1,2009 Spr,Successful bid,Success,China (Nyima Tsering),0,0,0,EVER-091-02,21,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Frank,Ziebarth,Frank Ziebarth,Germany,,M,29,1980,21-May-09,,0,21-May,5/21/09,AMS (8700m)(a),Descending from summit bid,1,8700,5,1,0,1,0,1,2009,1,2009 Spr,Successful bid,Success,Germany (Frank Ziebarth),0,0,0,EVER-091-64,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,2,2,2,2,2,2,8516,LHOT
Laszlo Alfred (Konyi),Varkonyi,Laszlo Alfred (Konyi) Varkonyi,Hungary,,M,53,1956,26-Apr-10,12:00,12,26-Apr,4/26/10,Avalanche (6800m),Route preparation,7,6800,3,0,0,0,0,1,2010,1,2010 Spr,No summit bid,Accident (Death or Injury to Self or Others),Nepal (Hari Bahadur Basnet),0,0,0,EVER-101-02,12,EVER,China,1,N Col-NE Ridge,,,,5,5,0,6,6,1,6,6,1,8750,EVER
Hiroshi,Ogasawara,Hiroshi Ogasawara,Japan,,M,62,1947,25-May-10,1:30,1.5,25-May,5/25/10,Exhaustion (8400m),Descending from summit bid,2,8400,5,0,0,1,1,0,2010,1,2010 Spr,Successful bid,Success,Japan (Hiroshi Ogasawara),0,0,0,EVER-101-29,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Peter,Kinloch,Peter Kinloch,UK,,M,28,1981,26-May-10,2:00,2,26-May,5/26/10,Exhaustion (8600m)(a),Descending from summit bid,2,8600,5,1,0,1,1,0,2010,1,2010 Spr,Successful bid,Success,USA (Dan Mazur),0,0,0,EVER-101-71,11,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Rick Howe,Hitch,Rick Howe Hitch,USA,,M,55,1956,1-May-11,,0,1-May,5/1/11,Illness (non-AMS) (7300m),Route preparation,10,7300,3,0,0,0,0,1,2011,1,2011 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Greg Vernovage),0,0,0,EVER-111-42,16,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Shailendra Kumar,Upadhyay,Shailendra Kumar Upadhyay,Nepal,,M,81,1929,9-May-11,16:00,16,9-May,5/9/11,AMS (5600m)(a),Route preparation,1,5600,3,1,0,0,0,1,2011,1,2011 Spr,No summit bid,Accident (Death or Injury to Self or Others),Nepal (Shailendra Kumar Upadhyay),0,0,0,EVER-111-88,1,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Takashi,Ozaki,Takashi Ozaki,Japan,,M,58,1952,12-May-11,14:45,14.75,12-May,5/12/11,AMS (8600m)(a),Descending from summit bid,1,8600,5,1,0,0,1,0,2011,1,2011 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Japan (Takashi Ozaki),0,0,0,EVER-111-67,1,EVER,Nepal,1,S Col-SE Ridge,,,,4,4,2,12,12,7,10,10,6,8849,EVER
John,Delaney,John Delaney,Ireland,,M,42,1969,21-May-11,4:30,4.5,21-May,5/21/11,Exhaustion (8750m),Descending from summit bid,2,8750,5,0,0,0,1,0,2011,1,2011 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Russia (Alex Abramov),0,0,0,EVER-111-36,5,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Karsang Namgyal/Namgel,Sherpa,Karsang Namgyal/Namgel Sherpa (Thami),Nepal, (Thami),M,40,1971,17-Apr-12,,0,17-Apr,4/17/12,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,2012,1,2012 Spr,No summit bid,Did Not Climb or Intend to Smt,Iran (Reza Shahlaee),1,1,0,EVER-121-50,3,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Ramesh Narad,Gulave,Ramesh Narad Gulave,India,,M,33,1979,20-Apr-12,,0,20-Apr,4/20/12,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,2012,1,2012 Spr,No summit bid,Other Illnesses or Pains,India (Shrihari Tapkir),0,0,0,EVER-121-42,4,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Namgyal Tshering (Namgyal Chhiri),Sherpa,Namgyal Tshering (Namgyal Chhiri) Sherpa (Khumjung),Nepal, (Khumjung),M,29,1982,21-Apr-12,,0,21-Apr,4/21/12,Crevasse (6200m),Route preparation,5,6200,3,0,0,0,0,1,2012,1,2012 Spr,No summit bid,Accident (Death or Injury to Self or Others),Canada (Tim Rippel),1,1,0,EVER-121-67,20,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dawa Tenzing (Da Tenzing),Sherpa,Dawa Tenzing (Da Tenzing) Sherpa (Phortse),Nepal, (Phortse),M,41,1970,1-May-12,,0,1-May,5/1/12,Illness (non-AMS) (6200m),Route preparation,10,6200,3,0,0,0,0,1,2012,1,2012 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Russell Brice),1,1,0,EVER-121-66,31,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Wen-Yi,Ha,Wen-Yi Ha,China,,M,54,1957,19-May-12,,0,19-May,5/19/12,Exhaustion (8400m),Descending from summit bid,2,8400,5,0,0,1,1,0,2012,1,2012 Spr,Successful bid,Success,China (Ha Wen-Yi),0,0,0,EVER-121-80,1,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Erich Eberhard,Schaaf,Erich Eberhard Schaaf,Germany,,M,61,1950,19-May-12,15:00,15,19-May,5/19/12,AMS (8760m)(a),Descending from summit bid,1,8760,5,1,0,1,1,0,2012,1,2012 Spr,Successful bid,Success,"Nepal (Pertemba Sherpa, Asian Trekking Staff)",0,0,0,EVER-121-01,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,1,1,0,1,1,0,8100,CHOY
Shriya,Shah-Klorfine,Ms. Shriya Shah-Klorfine,Canada,,F,33,1979,19-May-12,,0,19-May,5/19/12,Exhaustion (8400m),Descending from summit bid,2,8400,5,0,0,1,1,0,2012,1,2012 Spr,Successful bid,Success,Canada (Shriya Shah),0,0,0,EVER-121-47,1,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Won-Bin,Song,Won-Bin Song,S Korea,,M,44,1968,19-May-12,,0,19-May,5/19/12,AMS (8400m)(a),Descending from summit bid,1,8400,5,1,0,1,1,0,2012,1,2012 Spr,Successful bid,Success,S Korea (Park Gye-Hoon),0,0,0,EVER-121-32,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Ralf Dieter,Arnold,Ralf Dieter Arnold,Germany,,M,41,1970,20-May-12,,0,20-May,5/20/12,Fall (8700m),Descending from summit bid,4,8700,5,0,0,1,0,1,2012,1,2012 Spr,Successful bid,Success,Germany (Ralf Arnold),0,0,0,EVER-121-78,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,2,2,1,2,2,1,8188,CHOY
Juan Jose,Polo Carbayo,Juan Jose Polo Carbayo,Spain,,M,43,1969,20-May-12,,0,20-May,5/20/12,Exhaustion (8500m),Descending from summit bid,2,8500,5,0,0,1,1,0,2012,1,2012 Spr,Successful bid,Success,Spain (Juan Jose Polo Carbayo),0,0,0,EVER-121-79,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Mingma,Sherpa,Mingma Sherpa (Tapting),Nepal, (Tapting),M,44,1968,7-Apr-13,,0,7-Apr,4/7/13,Crevasse (5800m),Route preparation,5,5800,3,0,0,0,0,1,2013,1,2013 Spr,No summit bid,Accident (Death or Injury to Self or Others),Nepal (Sherpa Rope-Fixing & Icefall Team),1,1,0,EVER-131-03,6,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Sergey,Ponomarev,Sergey Ponomarev,Russia,,M,43,1969,5-May-13,,0,5-May,5/5/13,Other (6500m),Death at BC,11,6500,2,0,0,0,0,1,2013,1,2013 Spr,No summit bid,Accident (Death or Injury to Self or Others),Russia (Alex Abramov),0,0,0,EVER-131-85,10,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Da Rita,Sherpa,Da Rita Sherpa (Phortse),Nepal, (Phortse),M,36,1976,5-May-13,,0,5-May,5/5/13,Illness (non-AMS) (7300m),Route preparation,10,7300,3,0,0,0,0,1,2013,1,2013 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Greg Vernovage),1,1,0,EVER-131-81,48,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Lobsang,Sherpa,Lobsang Sherpa (Kharikhola),Nepal, (Kharikhola),M,22,,7-May-13,,0,7-May,5/7/13,Fall (7500m),Route preparation,4,7500,3,0,0,0,0,1,2013,1,2013 Spr,,,China (Zhang Wei),1,1,0,EVER-131-19,15,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Alexei,Bolotov,Alexei Bolotov,Russia,,M,50,1963,15-May-13,,0,15-May,5/15/13,Fall (5400m),Route preparation,4,5400,3,0,0,0,0,1,2013,1,2013 Spr,No summit bid,Accident (Death or Injury to Self or Others),Russia (Alexei Bolotov),0,0,0,EVER-131-58,1,EVER,Nepal,1,SW Face,,,,3,3,2,16,16,10,14,14,10,8849,EVER
Namgyal,Sherpa,Namgyal Sherpa (Rakha Bangdel-5),Nepal, (Rakha Bangdel-5),M,35,1977,16-May-13,8:00,8,16-May,5/16/13,Illness (non-AMS) (8200m),Descending from summit bid,10,8200,5,0,0,1,1,0,2013,1,2013 Spr,Successful bid,Success,UK (William McFatter),1,1,0,EVER-131-56,3,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Mohammed Khalid,Hossain,Mohammed Khalid Hossain,Bangladesh,,M,36,1976,21-May-13,5:00,5,21-May,5/21/13,AMS (8000m)(a),Descending from summit bid,1,8000,5,1,0,1,0,1,2013,1,2013 Spr,Successful bid,Success,Bangladesh (Mohammad Khaled Hossain),0,0,0,EVER-131-34,1,EVER,Nepal,1,S Col-SE Ridge,,,,1,1,0,2,2,0,2,2,0,7000,EVER
Sung-Ho,Seo,Sung-Ho Seo,S Korea,,M,33,1979,21-May-13,5:00,5,21-May,5/21/13,AMS (8000m)(a),Descending from summit bid,1,8000,5,1,0,1,0,1,2013,1,2013 Spr,Successful bid,Success,S Korea (Kim Chang-Ho),0,0,0,EVER-131-33,5,EVER,Nepal,1,S Col-SE Ridge,,,,1,1,1,10,10,9,9,9,8,8849,EVER
Mingma Tenzing,Sherpa,Mingma Tenzing Sherpa (Namche Bazar),Nepal, (Namche Bazar),M,26,1987,2-Apr-14,,0,2-Apr,4/2/14,AMS (5350m)(a),Death at BC,1,5350,2,1,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),Canada (Tim Rippel),1,1,0,EVER-141-09,13,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Aash Bahadur,Gurung,Aash Bahadur Gurung (Laprak-7),Nepal, (Laprak-7),M,0,,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),Brazil (Carlos Santalena),1,0,0,EVER-141-46,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dorje,Khatri,Dorje Khatri,Nepal,,M,45,1968,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Garrett Madison),1,0,0,EVER-141-08,3,EVER,Nepal,1,S Col-SE Ridge,,,,8,8,7,13,13,8,10,10,8,8849,EVER
Ang Kazi (Ankaji),Sherpa,Ang Kazi (Ankaji) Sherpa (Chitre),Nepal, (Chitre),M,35,1978,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),China (Zhang Jing-Chuan),1,1,0,EVER-141-34,8,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Ang Tshiri,Sherpa,Ang Tshiri Sherpa (Thamo),Nepal, (Thamo),M,60,,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Eric Murphy),1,1,0,EVER-141-50,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Chhiring Ongchu,Sherpa,Chhiring Ongchu Sherpa (Khumjung),Nepal, (Khumjung),M,33,1980,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,10,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dorje,Sherpa,Dorje Sherpa (Namche-6),Nepal, (Namche-6),M,49,1964,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Ben Jones),1,1,0,EVER-141-06,7,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Lhakpa Tenjing,Sherpa,Lhakpa Tenjing Sherpa (Khumjung),Nepal, (Khumjung),M,24,1989,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,11,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Mingma Nuru,Sherpa,Mingma Nuru Sherpa (Namche-4),Nepal, (Namche-4),M,31,1983,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Ben Jones),1,1,0,EVER-141-06,8,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Ngima,Sherpa,Ngima Sherpa (Taksindu-3),Nepal, (Taksindu-3),M,27,1986,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Eric Murphy),1,1,0,EVER-141-50,14,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Pasang Karma,Sherpa,Pasang Karma Sherpa (Bupsa),Nepal, (Bupsa),M,38,1975,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Chris Groves),1,1,0,EVER-141-07,13,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Pem Tenji,Sherpa,Pem Tenji Sherpa (Chheskam-2),Nepal, (Chheskam-2),M,0,,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),China (Zhang Jing-Chuan),1,1,0,EVER-141-34,9,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Phur Temba,Sherpa,Phur Temba Sherpa (Yaphu-9),Nepal, (Yaphu-9),M,24,1989,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Garrett Madison),1,1,0,EVER-141-08,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Phurba Ongyal,Sherpa,Phurba Ongyal Sherpa (Pangboche),Nepal, (Pangboche),M,25,1988,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tenzing Chhetar,Sherpa,Tenzing Chhetar Sherpa (Yilajung),Nepal, (Yilajung),M,25,1989,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Eric Murphy),1,1,0,EVER-141-50,15,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Thendorje (Thendu Dorje),Sherpa,Thendorje (Thendu Dorje) Sherpa (Pangboche),Nepal, (Pangboche),M,30,1983,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Garrett Madison),1,1,0,EVER-141-08,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Chhewang,Sherpa,Chhewang Sherpa (Nunthala),Nepal, (Nunthala),M,19,1995,1-May-14,,0,1-May,5/1/14,Other,Expedition evacuation,11,0,6,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,9,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tenjin,Bhote,Tenjin Bhote (Chepuwa-1),Nepal, (Chepuwa-1),M,29,1985,24-Apr-15,11:55,11.92,24-Apr,4/24/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Tim Mosedale),1,0,1,EVER-151-54,9,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
